date,horizon,actual,naive,drift,naive_error,drift_error
2023-01-20,3,1.3421,1.339,1.339325831702544,0.0031000000000001027,0.0027741682974560256
2023-01-23,4,1.3382,1.339,1.3394344422700586,-0.0007999999999999119,-0.0012344422700585334
2023-01-24,5,1.337,1.339,1.3395430528375734,-0.0020000000000000018,-0.0025430528375733896
2023-01-25,6,1.3393,1.339,1.3396516634050881,0.00029999999999996696,-0.0003516634050881873
2023-01-26,7,1.3349,1.339,1.3397602739726027,-0.0040999999999999925,-0.004860273972602691
2023-01-19,1,1.3472,1.3439,1.34401796875,0.0032999999999998586,0.0031820312499999392
2023-01-20,2,1.3421,1.3439,1.3441359375000002,-0.0018000000000000238,-0.0020359375000000846
2023-01-23,3,1.3382,1.3439,1.34425390625,-0.005700000000000038,-0.0060539062500000185
2023-01-24,4,1.337,1.3439,1.344371875,-0.006900000000000128,-0.007371875000000028
2023-01-25,5,1.3393,1.3439,1.3444898437500001,-0.0046000000000001595,-0.0051898437500002
2023-01-26,6,1.3349,1.3439,1.3446078125,-0.009000000000000119,-0.00970781250000008
2023-01-27,7,1.3314,1.3439,1.3447257812500002,-0.012500000000000178,-0.01332578125000028
2023-01-20,1,1.3421,1.3472,1.3473241715399609,-0.005099999999999882,-0.005224171539960798
2023-01-23,2,1.3382,1.3472,1.347448343079922,-0.008999999999999897,-0.00924834307992195
2023-01-24,3,1.337,1.3472,1.347572514619883,-0.010199999999999987,-0.010572514619882956
2023-01-25,4,1.3393,1.3472,1.347696686159844,-0.007900000000000018,-0.008396686159844124
2023-01-26,5,1.3349,1.3472,1.347820857699805,-0.012299999999999978,-0.012920857699805
2023-01-27,6,1.3314,1.3472,1.3479450292397661,-0.015800000000000036,-0.016545029239766196
2023-01-30,7,1.3356,1.3472,1.348069200779727,-0.011600000000000055,-0.01246920077972713
2023-01-23,1,1.3382,1.3421,1.3422140077821012,-0.0039000000000000146,-0.004014007782101148
2023-01-24,2,1.337,1.3421,1.3423280155642023,-0.0051000000000001044,-0.005328015564202371
2023-01-25,3,1.3393,1.3421,1.3424420233463035,-0.0028000000000001357,-0.003142023346303535
2023-01-26,4,1.3349,1.3421,1.3425560311284048,-0.007200000000000095,-0.00765603112840485
2023-01-27,5,1.3314,1.3421,1.342670038910506,-0.010700000000000154,-0.011270038910506042
2023-01-30,6,1.3356,1.3421,1.342784046692607,-0.006500000000000172,-0.007184046692607193
2023-01-31,7,1.335,1.3421,1.3428980544747082,-0.007100000000000106,-0.00789805447470826
2023-01-24,1,1.337,1.3382,1.338306213592233,-0.0012000000000000899,-0.001306213592233041
2023-01-25,2,1.3393,1.3382,1.3384124271844662,0.0010999999999998789,0.0008875728155337548
2023-01-26,3,1.3349,1.3382,1.3385186407766991,-0.0033000000000000806,-0.0036186407766991557
2023-01-27,4,1.3314,1.3382,1.338624854368932,-0.006800000000000139,-0.007224854368932165
2023-01-30,5,1.3356,1.3382,1.338731067961165,-0.0026000000000001577,-0.003131067961165135
2023-01-31,6,1.335,1.3382,1.3388372815533982,-0.0032000000000000917,-0.003837281553398242
2023-02-01,7,1.3321,1.3382,1.3389434951456312,-0.006099999999999994,-0.0068434951456310955
2023-01-25,1,1.3393,1.337,1.3371036821705427,0.0022999999999999687,0.002196317829457284
2023-01-26,2,1.3349,1.337,1.3372073643410853,-0.0020999999999999908,-0.0023073643410853606
2023-01-27,3,1.3314,1.337,1.3373110465116278,-0.005600000000000049,-0.005911046511627882
2023-01-30,4,1.3356,1.337,1.3374147286821705,-0.0014000000000000679,-0.0018147286821705855
2023-01-31,5,1.335,1.337,1.3375184108527132,-0.0020000000000000018,-0.0025184108527132043
2023-02-01,6,1.3321,1.337,1.3376220930232559,-0.004899999999999904,-0.005522093023255792
2023-02-02,7,1.3312,1.337,1.3377257751937983,-0.005800000000000027,-0.006525775193798378
2023-01-26,1,1.3349,1.3393,1.3394079303675048,-0.0043999999999999595,-0.004507930367504853
2023-01-27,2,1.3314,1.3393,1.3395158607350095,-0.007900000000000018,-0.008115860735009583
2023-01-30,3,1.3356,1.3393,1.3396237911025144,-0.0037000000000000366,-0.004023791102514496
2023-01-31,4,1.335,1.3393,1.3397317214700193,-0.0042999999999999705,-0.004731721470019323
2023-02-01,5,1.3321,1.3393,1.3398396518375242,-0.007199999999999873,-0.00773965183752412
2023-02-02,6,1.3312,1.3393,1.3399475822050289,-0.008099999999999996,-0.008747582205028914
2023-02-03,7,1.3391,1.3393,1.3400555125725337,-0.00019999999999997797,-0.0009555125725337899
2023-01-27,1,1.3314,1.3349,1.3349992277992278,-0.0035000000000000586,-0.003599227799227833
2023-01-30,2,1.3356,1.3349,1.3350984555984555,0.0006999999999999229,0.0005015444015443737
2023-01-31,3,1.335,1.3349,1.3351976833976833,9.999999999998899e-05,-0.00019768339768333476
2023-02-01,4,1.3321,1.3349,1.335296911196911,-0.0027999999999999137,-0.003196911196911012
2023-02-02,5,1.3312,1.3349,1.335396138996139,-0.0037000000000000366,-0.0041961389961391315
2023-02-03,6,1.3391,1.3349,1.3354953667953668,0.0041999999999999815,0.003604633204633112
2023-02-06,7,1.3442,1.3349,1.3355945945945946,0.009300000000000086,0.008605405405405442
2023-01-30,1,1.3356,1.3314,1.3314922928709054,0.0041999999999999815,0.004107707129094473
2023-01-31,2,1.335,1.3314,1.3315845857418112,0.0036000000000000476,0.003415414258188809
2023-02-01,3,1.3321,1.3314,1.3316768786127167,0.000700000000000145,0.0004231213872833983
2023-02-02,4,1.3312,1.3314,1.3317691714836222,-0.00019999999999997797,-0.0005691714836222328
2023-02-03,5,1.3391,1.3314,1.331861464354528,0.00770000000000004,0.007238535645472055
2023-02-06,6,1.3442,1.3314,1.3319537572254334,0.012800000000000145,0.012246242774566651
2023-02-07,7,1.3435,1.3314,1.332046050096339,0.0121,0.011453949903660998
2023-01-31,1,1.335,1.3356,1.335700192307692,-0.0005999999999999339,-0.0007001923076921379
2023-02-01,2,1.3321,1.3356,1.3358003846153845,-0.0034999999999998366,-0.0037003846153844666
2023-02-02,3,1.3312,1.3356,1.3359005769230767,-0.0043999999999999595,-0.0047005769230767935
2023-02-03,4,1.3391,1.3356,1.3360007692307692,0.0035000000000000586,0.0030992307692307985
2023-02-06,5,1.3442,1.3356,1.3361009615384614,0.008600000000000163,0.008099038461538699
2023-02-07,6,1.3435,1.3356,1.3362011538461538,0.007900000000000018,0.007298846153846128
2023-02-08,7,1.3429,1.3356,1.336301346153846,0.007300000000000084,0.00659865384615399
2023-02-01,1,1.3321,1.335,1.335098848368522,-0.0028999999999999027,-0.0029988483685219336
2023-02-02,2,1.3312,1.335,1.335197696737044,-0.0038000000000000256,-0.0039976967370440875
2023-02-03,3,1.3391,1.335,1.3352965451055663,0.0040999999999999925,0.0038034548944336777
2023-02-06,4,1.3442,1.335,1.3353953934740883,0.009200000000000097,0.008804606525911751
2023-02-07,5,1.3435,1.335,1.3354942418426103,0.008499999999999952,0.008005758157389575
2023-02-08,6,1.3429,1.335,1.3355930902111324,0.007900000000000018,0.0073069097888676104
2023-02-09,7,1.3427,1.335,1.3356919385796544,0.00770000000000004,0.0070080614203456015
2023-02-02,1,1.3312,1.3321,1.332193103448276,-0.0009000000000001229,-0.000993103448275967
2023-02-03,2,1.3391,1.3321,1.3322862068965518,0.006999999999999895,0.006813793103448207
2023-02-06,3,1.3442,1.3321,1.3323793103448276,0.0121,0.011820689655172467
2023-02-07,4,1.3435,1.3321,1.3324724137931034,0.011399999999999855,0.011027586206896478
2023-02-08,5,1.3429,1.3321,1.3325655172413793,0.01079999999999992,0.0103344827586207
2023-02-09,6,1.3427,1.3321,1.3326586206896551,0.010599999999999943,0.010041379310344878
2023-02-10,7,1.3362,1.3321,1.3327517241379312,0.0040999999999999925,0.0034482758620688614
2023-02-03,1,1.3391,1.3312,1.33129120458891,0.007900000000000018,0.007808795411089919
2023-02-06,2,1.3442,1.3312,1.3313824091778201,0.013000000000000123,0.012817590822179925
2023-02-07,3,1.3435,1.3312,1.3314736137667302,0.012299999999999978,0.012026386233269681
2023-02-08,4,1.3429,1.3312,1.3315648183556406,0.011700000000000044,0.011335181644359427
2023-02-09,5,1.3427,1.3312,1.3316560229445507,0.011500000000000066,0.01104397705544935
2023-02-10,6,1.3362,1.3312,1.3317472275334608,0.0050000000000001155,0.004452772466539301
2023-02-13,7,1.3343,1.3312,1.3318384321223709,0.0031000000000001027,0.0024615678776291894
2023-02-06,1,1.3442,1.3391,1.339206106870229,0.0051000000000001044,0.004993893129771054
2023-02-07,2,1.3435,1.3391,1.339312213740458,0.0043999999999999595,0.004187786259541859
2023-02-08,3,1.3429,1.3391,1.3394183206106869,0.0038000000000000256,0.003481679389313097
2023-02-09,4,1.3427,1.3391,1.339524427480916,0.0036000000000000476,0.003175572519084069
2023-02-10,5,1.3362,1.3391,1.339630534351145,-0.0028999999999999027,-0.0034305343511449315
2023-02-13,6,1.3343,1.3391,1.339736641221374,-0.0047999999999999154,-0.0054366412213739945
2023-02-14,7,1.3345,1.3391,1.339842748091603,-0.0045999999999999375,-0.005342748091603067
2023-02-07,1,1.3435,1.3442,1.344315619047619,-0.000700000000000145,-0.000815619047619176
2023-02-08,2,1.3429,1.3442,1.3444312380952381,-0.0013000000000000789,-0.001531238095238141
2023-02-09,3,1.3427,1.3442,1.3445468571428572,-0.0015000000000000568,-0.00184685714285715
2023-02-10,4,1.3362,1.3442,1.3446624761904762,-0.008000000000000007,-0.008462476190476131
2023-02-13,5,1.3343,1.3442,1.3447780952380952,-0.00990000000000002,-0.010478095238095175
2023-02-14,6,1.3345,1.3442,1.3448937142857142,-0.009700000000000042,-0.010393714285714228
2023-02-15,7,1.3411,1.3442,1.3450093333333335,-0.0031000000000001027,-0.003909333333333542
2023-02-08,1,1.3429,1.3435,1.3436140684410645,-0.0005999999999999339,-0.0007140684410644749
2023-02-09,2,1.3427,1.3435,1.3437281368821292,-0.0007999999999999119,-0.0010281368821292158
2023-02-10,3,1.3362,1.3435,1.3438422053231938,-0.007299999999999862,-0.007642205323193707
2023-02-13,4,1.3343,1.3435,1.3439562737642585,-0.009199999999999875,-0.009656273764258483
2023-02-14,5,1.3345,1.3435,1.344070342205323,-0.008999999999999897,-0.009570342205323046
2023-02-15,6,1.3411,1.3435,1.3441844106463878,-0.0023999999999999577,-0.0030844106463878695
2023-02-16,7,1.3439,1.3435,1.3442984790874524,0.000400000000000178,-0.0003984790874522748
2023-02-09,1,1.3427,1.3429,1.3430127134724859,-0.00019999999999997797,-0.00031271347248584824
2023-02-10,2,1.3362,1.3429,1.3431254269449715,-0.006699999999999928,-0.006925426944971447
2023-02-13,3,1.3343,1.3429,1.3432381404174574,-0.008599999999999941,-0.00893814041745733
2023-02-14,4,1.3345,1.3429,1.343350853889943,-0.008399999999999963,-0.008850853889943
2023-02-15,5,1.3411,1.3429,1.343463567362429,-0.0018000000000000238,-0.002363567362428931
2023-02-16,6,1.3439,1.3429,1.3435762808349145,0.001000000000000112,0.0003237191650855564
2023-02-17,7,1.3487,1.3429,1.3436889943074004,0.005800000000000027,0.005011005692599602
2023-02-10,1,1.3362,1.3427,1.3428121212121211,-0.00649999999999995,-0.006612121212121069
2023-02-13,2,1.3343,1.3427,1.3429242424242425,-0.008399999999999963,-0.008624242424242423
2023-02-14,3,1.3345,1.3427,1.3430363636363636,-0.008199999999999985,-0.008536363636363564
2023-02-15,4,1.3411,1.3427,1.343148484848485,-0.0016000000000000458,-0.002048484848484966
2023-02-16,5,1.3439,1.3427,1.343260606060606,0.0012000000000000899,0.0006393939393940506
2023-02-17,6,1.3487,1.3427,1.3433727272727274,0.006000000000000005,0.005327272727272625
2023-02-21,7,1.3516,1.3427,1.3434848484848485,0.008899999999999908,0.008115151515151409
2023-02-13,1,1.3343,1.3362,1.3362996219281664,-0.0019000000000000128,-0.001999621928166384
2023-02-14,2,1.3345,1.3362,1.3363992438563328,-0.0017000000000000348,-0.0018992438563327774
2023-02-15,3,1.3411,1.3362,1.3364988657844992,0.004899999999999904,0.004601134215500791
2023-02-16,4,1.3439,1.3362,1.3365984877126655,0.00770000000000004,0.007301512287334555
2023-02-17,5,1.3487,1.3362,1.336698109640832,0.012499999999999956,0.0120018903591681
2023-02-21,6,1.3516,1.3362,1.336797731568998,0.015399999999999858,0.014802268431001853
2023-02-22,7,1.3542,1.3362,1.3368973534971644,0.018000000000000016,0.01730264650283564
2023-02-14,1,1.3345,1.3343,1.334395849056604,0.00019999999999997797,0.00010415094339610853
2023-02-15,2,1.3411,1.3343,1.3344916981132076,0.006799999999999917,0.0066083018867924
2023-02-16,3,1.3439,1.3343,1.3345875471698114,0.009600000000000053,0.009312452830188667
2023-02-17,4,1.3487,1.3343,1.334683396226415,0.014399999999999968,0.014016603773584935
2023-02-21,5,1.3516,1.3343,1.334779245283019,0.01729999999999987,0.016820754716980968
2023-02-22,6,1.3542,1.3343,1.3348750943396226,0.01990000000000003,0.019324905660377478
2023-02-23,7,1.3549,1.3343,1.3349709433962265,0.02059999999999995,0.01992905660377353
2023-02-15,1,1.3411,1.3345,1.33459604519774,0.006599999999999939,0.006503954802259848
2023-02-16,2,1.3439,1.3345,1.3346920903954802,0.009400000000000075,0.009207909604519893
2023-02-17,3,1.3487,1.3345,1.3347881355932203,0.01419999999999999,0.013911864406779717
2023-02-21,4,1.3516,1.3345,1.3348841807909604,0.017099999999999893,0.01671581920903953
2023-02-22,5,1.3542,1.3345,1.3349802259887005,0.01970000000000005,0.019219774011299595
2023-02-23,6,1.3549,1.3345,1.3350762711864408,0.020399999999999974,0.019823728813559205
2023-02-24,7,1.3622,1.3345,1.3351723163841809,0.027700000000000058,0.027027683615819198
2023-02-16,1,1.3439,1.3411,1.3412082706766917,0.0028000000000001357,0.0026917293233084116
2023-02-17,2,1.3487,1.3411,1.3413165413533834,0.007600000000000051,0.007383458646616603
2023-02-21,3,1.3516,1.3411,1.3414248120300751,0.010499999999999954,0.010175187969924782
2023-02-22,4,1.3542,1.3411,1.3415330827067669,0.013100000000000112,0.012666917293233215
2023-02-23,5,1.3549,1.3411,1.3416413533834586,0.013800000000000034,0.013258646616541414
2023-02-24,6,1.3622,1.3411,1.3417496240601503,0.02110000000000012,0.020450375939849774
2023-02-27,7,1.3573,1.3411,1.341857894736842,0.016199999999999992,0.015442105263157924
2023-02-17,1,1.3487,1.3439,1.344013320825516,0.0047999999999999154,0.004686679174483954
2023-02-21,2,1.3516,1.3439,1.344126641651032,0.007699999999999818,0.007473358348967896
2023-02-22,3,1.3542,1.3439,1.344239962476548,0.010299999999999976,0.009960037523452092
2023-02-23,4,1.3549,1.3439,1.344353283302064,0.010999999999999899,0.010546716697936054
2023-02-24,5,1.3622,1.3439,1.34446660412758,0.018299999999999983,0.017733395872420177
2023-02-27,6,1.3573,1.3439,1.3445799249530959,0.013399999999999856,0.012720075046904089
2023-02-28,7,1.3609,1.3439,1.3446932457786118,0.016999999999999904,0.016206754221388175
2023-02-21,1,1.3516,1.3487,1.3488220973782772,0.0028999999999999027,0.0027779026217227276
2023-02-22,2,1.3542,1.3487,1.3489441947565544,0.00550000000000006,0.00525580524344571
2023-02-23,3,1.3549,1.3487,1.3490662921348315,0.006199999999999983,0.005833707865168458
2023-02-24,4,1.3622,1.3487,1.3491883895131087,0.013500000000000068,0.013011610486891367
2023-02-27,5,1.3573,1.3487,1.3493104868913859,0.008599999999999941,0.007989513108614066
2023-02-28,6,1.3609,1.3487,1.3494325842696628,0.012199999999999989,0.01146741573033716
2023-03-01,7,1.3612,1.3487,1.34955468164794,0.012499999999999956,0.011645318352059952
2023-02-22,1,1.3542,1.3516,1.3517272897196262,0.0026000000000001577,0.00247271028037388
2023-02-23,2,1.3549,1.3516,1.3518545794392522,0.0033000000000000806,0.003045420560747747
2023-02-24,3,1.3622,1.3516,1.3519818691588785,0.010600000000000165,0.010218130841121553
2023-02-27,4,1.3573,1.3516,1.3521091588785046,0.005700000000000038,0.005190841121495371
2023-02-28,5,1.3609,1.3516,1.3522364485981309,0.009300000000000086,0.00866355140186914
2023-03-01,6,1.3612,1.3516,1.352363738317757,0.009600000000000053,0.008836261682243052
2023-03-02,7,1.3614,1.3516,1.3524910280373832,0.009800000000000031,0.008908971962616752
2023-02-23,1,1.3549,1.3542,1.3543319029850747,0.0006999999999999229,0.0005680970149253284
2023-02-24,2,1.3622,1.3542,1.3544638059701493,0.008000000000000007,0.007736194029850818
2023-02-27,3,1.3573,1.3542,1.3545957089552239,0.0030999999999998806,0.002704291044776097
2023-02-28,4,1.3609,1.3542,1.3547276119402987,0.006699999999999928,0.006172388059701328
2023-03-01,5,1.3612,1.3542,1.3548595149253733,0.006999999999999895,0.0063404850746267005
2023-03-02,6,1.3614,1.3542,1.3549914179104479,0.007199999999999873,0.006408582089552084
2023-03-03,7,1.361,1.3542,1.3551233208955225,0.006799999999999917,0.0058766791044775335
2023-02-24,1,1.3622,1.3549,1.3550329608938547,0.007300000000000084,0.0071670391061453564
2023-02-27,2,1.3573,1.3549,1.3551659217877094,0.0023999999999999577,0.002134078212290502
2023-02-28,3,1.3609,1.3549,1.3552988826815642,0.006000000000000005,0.005601117318435822
2023-03-01,4,1.3612,1.3549,1.355431843575419,0.006299999999999972,0.005768156424581061
2023-03-02,5,1.3614,1.3549,1.3555648044692736,0.00649999999999995,0.0058351955307263115
2023-03-03,6,1.361,1.3549,1.3556977653631286,0.006099999999999994,0.005302234636871406
2023-03-06,7,1.3615,1.3549,1.3558307262569833,0.006599999999999939,0.005669273743016623
2023-02-27,1,1.3573,1.3622,1.3623462825278811,-0.0049000000000001265,-0.005046282527881196
2023-02-28,2,1.3609,1.3622,1.3624925650557622,-0.0013000000000000789,-0.0015925650557622184
2023-03-01,3,1.3612,1.3622,1.3626388475836433,-0.001000000000000112,-0.0014388475836433212
2023-03-02,4,1.3614,1.3622,1.3627851301115241,-0.0008000000000001339,-0.001385130111524191
2023-03-03,5,1.361,1.3622,1.3629314126394052,-0.0012000000000000899,-0.0019314126394052167
2023-03-06,6,1.3615,1.3622,1.3630776951672863,-0.000700000000000145,-0.0015776951672863415
2023-03-07,7,1.3717,1.3622,1.3632239776951673,0.009499999999999842,0.008476022304832576
2023-02-28,1,1.3609,1.3573,1.3574369202226344,0.0036000000000000476,0.0034630797773655964
2023-03-01,2,1.3612,1.3573,1.357573840445269,0.0039000000000000146,0.00362615955473089
2023-03-02,3,1.3614,1.3573,1.3577107606679035,0.0040999999999999925,0.0036892393320964167
2023-03-03,4,1.361,1.3573,1.357847680890538,0.0037000000000000366,0.0031523191094620095
2023-03-06,5,1.3615,1.3573,1.3579846011131724,0.0041999999999999815,0.0035153988868275032
2023-03-07,6,1.3717,1.3573,1.358121521335807,0.014399999999999968,0.013578478664192817
2023-03-08,7,1.3785,1.3573,1.3582584415584416,0.021200000000000108,0.020241558441558505
2023-03-01,1,1.3612,1.3609,1.3610433333333334,0.00029999999999996696,0.0001566666666665828
2023-03-02,2,1.3614,1.3609,1.3611866666666668,0.0004999999999999449,0.0002133333333331766
2023-03-03,3,1.361,1.3609,1.36133,9.999999999998899e-05,-0.00032999999999994145
2023-03-06,4,1.3615,1.3609,1.3614733333333333,0.0005999999999999339,2.666666666661932e-05
2023-03-07,5,1.3717,1.3609,1.3616166666666667,0.01079999999999992,0.010083333333333222
2023-03-08,6,1.3785,1.3609,1.36176,0.01760000000000006,0.016739999999999977
2023-03-09,7,1.379,1.3609,1.3619033333333332,0.018100000000000005,0.01709666666666676
2023-03-02,1,1.3614,1.3612,1.3613436229205176,0.00019999999999997797,5.637707948236148e-05
2023-03-03,2,1.361,1.3612,1.361487245841035,-0.00019999999999997797,-0.0004872458410349889
2023-03-06,3,1.3615,1.3612,1.3616308687615526,0.00029999999999996696,-0.00013086876155266047
2023-03-07,4,1.3717,1.3612,1.3617744916820702,0.010499999999999954,0.00992550831792971
2023-03-08,5,1.3785,1.3612,1.3619181146025878,0.017300000000000093,0.016581885397412233
2023-03-09,6,1.379,1.3612,1.3620617375231052,0.017800000000000038,0.016938262476894783
2023-03-10,7,1.3807,1.3612,1.3622053604436228,0.019500000000000073,0.0184946395563772
2023-03-03,1,1.361,1.3614,1.3615437269372692,-0.00039999999999995595,-0.0005437269372692288
2023-03-06,2,1.3615,1.3614,1.3616874538745387,9.999999999998899e-05,-0.00018745387453877882
2023-03-07,3,1.3717,1.3614,1.361831180811808,0.010299999999999976,0.009868819188191935
2023-03-08,4,1.3785,1.3614,1.3619749077490775,0.017100000000000115,0.01652509225092258
2023-03-09,5,1.379,1.3614,1.3621186346863468,0.01760000000000006,0.01688136531365325
2023-03-10,6,1.3807,1.3614,1.3622623616236162,0.019300000000000095,0.01843763837638379
2023-03-13,7,1.373,1.3614,1.3624060885608855,0.011600000000000055,0.010593911439114478
2023-03-06,1,1.3615,1.361,1.3611427255985267,0.0004999999999999449,0.00035727440147326206
2023-03-07,2,1.3717,1.361,1.3612854511970534,0.010699999999999932,0.010414548802946566
2023-03-08,3,1.3785,1.361,1.36142817679558,0.01750000000000007,0.017071823204420022
2023-03-09,4,1.379,1.361,1.3615709023941067,0.018000000000000016,0.017429097605893284
2023-03-10,5,1.3807,1.361,1.3617136279926334,0.01970000000000005,0.018986372007366636
2023-03-13,6,1.373,1.361,1.3618563535911603,0.01200000000000001,0.011143646408839691
2023-03-14,7,1.3677,1.361,1.361999079189687,0.006699999999999928,0.005700920810312926
2023-03-07,1,1.3717,1.3615,1.361643382352941,0.010199999999999987,0.010056617647058896
2023-03-08,2,1.3785,1.3615,1.3617867647058823,0.017000000000000126,0.016713235294117723
2023-03-09,3,1.379,1.3615,1.3619301470588234,0.01750000000000007,0.017069852941176578
2023-03-10,4,1.3807,1.3615,1.3620735294117647,0.019200000000000106,0.0186264705882353
2023-03-13,5,1.373,1.3615,1.3622169117647058,0.011500000000000066,0.01078308823529417
2023-03-14,6,1.3677,1.3615,1.362360294117647,0.006199999999999983,0.005339705882352996
2023-03-15,7,1.3778,1.3615,1.3625036764705882,0.01629999999999998,0.015296323529411682
2023-03-08,1,1.3785,1.3717,1.3718618348623852,0.006800000000000139,0.006638165137614838
2023-03-09,2,1.379,1.3717,1.3720236697247705,0.007300000000000084,0.006976330275229481
